"5,1,1,3,5,1,5",n,"29000,29000,29000,29000,29000,25000,29000","4,2,2,2,2,2"
"5,1,3,4,5,5,4","1,2,3,5,7,6,4","78637,101519,97687,82846,80575,77269,79417","9247,18092,11233,8841,12348,9536,11350",AVFIEN2TS7JB9,Laptop,60 and above,WiFi,None,"3,4,3,3,3,3,4"
"5,1,1,1,1,1,1","1,2,6,4,5,3,7","117417,78003,129316,77638,78318,78655,78667","16212,16026,6779,8030,6778,12875,6364",A2BO8M77CS3SGZ,Desktop,32 - 38,Cable network,Some impairments are very annoying as they appear at important timestamps.,"2,4,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,3,7,4,6,5","138398,45284,64018,36536,46127,41244,38765","30965,35496,15070,9394,7160,17693,7654",ASPRULQHB8B1F,Laptop,32 - 38,WiFi,"When the video stutters it is really annoying, because we feel frustrated without knowing what's going on or what is gonna happen next. I don't think the side-by-side comparison is really necessary, since it is clear that it is a fully working high definiton video","2,4,4,4,4,4,4"
"5,1,2,2,2,3,3","1,2,5,7,3,4,6","96234,65142,60332,48317,67839,56190,61081","22611,18709,10683,7245,8744,8613,8029",A33VGSEJ44ORMF,Laptop,53 - 59,WiFi,I think the pausing makes it difficult to watch more so than the blur.  I think my brain and sort of sort out the blurs but when the video pauses its annoying in that is not in real time.  The guidlines were clear and I was not confused about grading.  The side by side was very helpful as it gave reference to what to grade the other on as far as quality goes.,"2,4,5,5,4,4,4"
"5,1,5,2,2,1,2","1,2,6,7,4,5,3","113894,47455,79081,68849,33970,61061,37593","46407,17690,14670,3357,4494,13910,3661",A1NMKXK04PZ6KK,Desktop,39 - 45,Cable network,I think that whenever it stops it is equally impaired for me.  Most times I will just stop watching a video if it freezes or gets blurry no matter the time.,"2,4,2,4,4,4,4"
"5,1,5,2,2,1,4","1,2,6,3,5,7,4","83431,42985,62825,55329,57788,68258,90210","13600,39214,10328,6979,18918,11140,10764",A3KNO82DZ519HG,Smart phone,53 - 59,Cellular network,WHEN IT INTERFERES WITH THE ACTION DURING THE GAME AT A POINT WHERE SOMETHING EXCITING OR IMPORTANT IS HAPPENING. GUIDELINE WAS CLEAR. SIDE BY SIDE FOR THE FIRST COUPLE WAS HELPFUL AFTER THAT MUCH LESS SO.,"2,4,2,4,4,4,4"
"5,1,4,3,3,4,3","1,2,4,6,5,3,7","55277,57511,92890,67802,38156,33578,40305","15679,16997,4415,9939,4693,5604,5996",A175RKEJGJU5K7,Laptop,18 - 24,WiFi,It makes me irritated,"4,5,4,3,3,3,2"
"5,1,2,1,2,2,2","1,2,3,4,6,5,7","51932,72457,35234,32387,33315,31984,44575","9747,16785,9321,5711,10878,6701,9367",A1A1A9UHNQCI9Y,Smart phone,39 - 45,WiFi,Impairments around the time when there is either a goal or a block are more annoying than passes because it takes you out of the action of the game. I thought that the instructions were clear. I didn't need to look at the reference again.,"2,4,4,4,4,4,4"
"5,1,2,4,4,3,4","1,2,3,6,7,5,4","5551160,77450,33780,30560,32914,35948,33105","131117,26488,32216,9028,8182,16365,7107",A3PGUPNMOU5BPW,Desktop,18 - 24,Cable network,Stutters that last long when an action is about to happen are more annoying. I think the side by side would change the way I percieve the annoyances. I think I could have mis graded some video.,"2,5,5,5,2,5,4"
"5,1,1,5,1,5,1","1,2,6,7,5,4,3","104664,83136,63279,56371,51660,82587,64033","35097,19951,6977,8092,9599,16262,8013",A1NOINYD1FZ55T,Laptop,32 - 38,Cable network,All videos are good. its easy to understand for grading. thank you.,"5,5,5,2,5,4,5"
"5,1,4,4,3,3,2","1,2,5,6,7,3,4","80578,40881,117404,43302,38126,39006,127037","77502,20929,9099,9039,20434,8467,9876",ASDQ03XW2DRRB,Laptop,25 - 31,Cable network,None,"2,2,2,2,2,2,2"
"5,1,1,1,1,1,1","1,2,5,6,4,7,3","54137,45363,60478,41085,40877,37696,41570","17613,6249,6164,4089,14145,4094,4134",A2F2DDH12YU4AK,Desktop,32 - 38,WiFi,"Any stuttering of any sort is totally unacceptable, regardless of when the interruption occurs, and must necessarily result in the lowest possible score. Blurring isn't obviously a problem unless the video output is so blocky as to be unrecognizable. The side by side comparison was not at all helpful; splitting focus would have resulted in missing details in the target video.","2,4,4,4,4,4,4"
"5,1,5,5,5,5,5","1,2,7,6,5,4,3","54468,43648,40802,74253,48007,38889,39455","7341,13102,6456,6062,5485,6121,6096",A21ENG0H0098V2,Desktop,25 - 31,Cable network,na,"5,5,5,5,5,5,5"
"5,1,1,2,2,2,2","1,2,5,6,4,7,3","55329,39436,33752,34969,41007,38445,36025","30309,36095,9690,8627,20452,10278,10571",AHV4U78TUUDKI,Desktop,46 - 52,WiFi,"there were pixelations and several places where the video froze and I felt that when they occurred during the action, especially after the goal was scored made the video less exciting and it was a little more annoying to be honest. all the interruptions were annoying but some more than others. ","2,4,5,5,5,4,4"
"5,1,1,1,1,2,5","1,2,5,6,4,3,7","65037,37537,38649,37364,67789,66778,38833","14915,48740,6453,7429,25334,12535,6430",A2WNW8A4MOR7T7,Desktop,53 - 59,WiFi,"oF COURSE A SLOW DOWN AT A KEY POINT IN THE VIDEO WOULD BE ANNOYING , or a blur of numbers on the backs also annoying. The side by side convenient but not necessary.","2,4,4,4,4,4,2"
"5,1,3,3,3,2,4","1,2,4,3,6,5,7","47540,39232,33685,34883,34322,33010,32651","5845,12650,3981,3724,3127,3930,3537",AEF74ZYJTTEIA,Laptop,39 - 45,WiFi,Where it occurs in the action and what you are missing,"2,4,5,4,4,5,4"
"5,1,1,1,1,1,1","1,2,4,5,3,6,7","15806,20028,20387,15057,10356,8243,8607","8155,5440,20635,4927,5208,5529,5601",A1O6NAOVMJ1XVC,Desktop,25 - 31,Cable network,streaming variant,"2,2,2,2,2,2,2"
"5,1,1,1,1,1,1","1,2,7,4,6,5,3","54606,38281,60507,62611,60485,69855,66685","12102,29582,4731,12466,7680,5134,9405",A29VL3MZE7YPBZ,Laptop,39 - 45,WiFi,"If the video stops right before an exciting moment in the game, it is way more frustrating than if they were just running down the field.  Everything was clear.  I was not confused on the grading.  I think the side by side comparisons definitely helped me grade.","2,4,4,4,4,4,4"
"5,1,2,2,2,1,1","1,2,6,5,7,4,3","51274,35232,31758,33246,32146,35736,32436","15139,10240,5221,6097,5183,31899,4516",A1N62PWMUOG2YY,Smart phone,18 - 24,WiFi,"If the impairment is near the beginning it feels frustrating, but towards the end or in the middle of an ""important action"" it is even more frustrating because it makes me feel like I am missing out on something important. The guideline was clear to me. I looked at the reference video for the first test, but after that I did not find it necessary.","2,4,4,4,4,4,4"
"5,1,4,4,3,5,1","1,2,6,4,7,5,3","152515,63682,47882,113380,46370,158256,45933","18554,13777,7241,6777,6661,7665,7018",A1PPJJHOPZQ3E5,Laptop,25 - 31,WiFi,"nothing confuse, its very clear","2,2,2,2,2,2,2"
"5,1,2,2,3,3,3","1,2,6,7,3,5,4","96051,76145,63345,71375,69223,64885,63131","9530,10061,11086,8272,10081,8362,12164",A3QZMGTVA4VO44,Desktop,32 - 38,Cable network,Some timestamps make my attention getting diverted. The guidelines are clear and nothing is confusing. Side-by-side comparison is highly helpful in grading. ,"2,4,5,5,5,4,5"
"5,1,4,2,2,1,1","1,2,6,5,7,3,4","107416,36676,34749,34153,33560,45144,32960","12504,9476,11674,23346,9154,16719,14959",A3LMI7ZDFO8JHR,Laptop,32 - 38,WiFi,yes because i was able to go back and see where it stall ,"2,4,2,4,4,4,5"
"5,1,1,1,1,1,1","1,2,3,6,5,4,7","69310,48441,50647,39638,42196,41091,43414","7239,11088,6757,6015,6400,7485,7216",A1NH9LK567B862,Laptop,32 - 38,Cable network,I get really annoyed when the video got stuck for a moment. Guidelines are clear though. There is no need for the side by side comparison for grading. ,"2,5,4,4,4,4,4"
"5,1,1,2,2,1,3","1,2,5,4,3,6,7","58559,36644,34397,36077,41040,34040,36917","19648,25481,8359,8452,17617,6536,12234",A1IHI23KH87K5W,Desktop,46 - 52,Cable network,"If the pause happens at crucial moment, e.g. just after corner has been taken, or when someone is about to shoot, it's more annoying than when someone is celebrating a goal. In other words, context is everything.","2,4,4,4,4,4,4"
"5,1,5,5,5,5,5","1,2,4,6,5,7,3","75446,138593,34595,117876,61444,172213,38058","5399,28494,4450,4990,4875,5511,5110",A1Z6F6EIUJFC6T,Desktop,25 - 31,Cable network,That is good impairments in different videos.,"5,5,5,5,5,5,5"
"5,1,1,1,1,1,1","1,2,5,3,4,6,7","56543,35179,43836,45387,65817,36493,34362","37568,47297,8034,5101,35957,5600,4799",A2YHSU2IJZ9J14,Desktop,39 - 45,Other,"There were some bits of motion blur just before the corner kick which is not very noticeable, not sure if that is consider slight impairment or just a result of the video not being in HD ie lower bitrate.","2,4,4,4,4,4,4"
"5,1,4,3,4,4,3","1,2,5,3,6,7,4","57275,39900,36168,39075,62523,33744,36292","8263,14588,18137,5346,9788,7339,6861",A1OSRAPSRT934Z,Laptop,25 - 31,WiFi,Impairments at some timestamps are more annoying than others because sometimes more time is needed to load the video which causes buffering. The experiment guideline was clear and I was not confused about the grading. The side-by-side comparison helped with the grading because it was easy to compare the videos rather than watching them on different pages.,"3,4,4,4,4,4,4"
"5,1,3,2,2,1,3","1,2,6,4,7,3,5","48117,36124,37114,44388,36146,43377,35427","5606,12908,6739,5245,17675,5177,9396",A2QD9PJUKW7PKK,Desktop,25 - 31,WiFi,sometimes the game is interesting and when there is stall its really frustrating. So basis on my frustration level i had given ranking,"2,4,4,4,4,4,4"
"5,1,2,2,1,1,1","1,2,5,4,7,6,3","55628,35524,44862,30923,34866,32581,34981","12951,39037,7038,5163,8812,6852,6109",A2MCG5W6LHSRG9,Desktop,32 - 38,WiFi,i guess the longer i felt the pause was the more annoying it was or if it was at an exciting part in the video vs a dull moment. I really didn't need a side by side comparison to help,"2,4,4,4,4,4,4"
"5,1,2,1,2,1,3","1,2,5,3,6,7,4","63473,38211,34605,79920,38142,32910,33539","14524,38438,5727,7045,14846,5683,7106",A3O7X46E3REM7I,Laptop,32 - 38,WiFi,It makes the viewing experience annoying. Everything was clear.,"2,4,4,4,4,4,4"
"5,1,2,2,3,2,2","1,2,4,3,5,7,6","65529,44886,40188,45527,38068,38635,39652","13947,7471,8420,13170,8609,6393,7139",A2CFE6AZS73RNS,Laptop,39 - 45,WiFi,"A pause in the action is more annoying than a pause when nothing exciting is going on - for example a pause when they are shooting is worse then a pause right after they have scored.  I thought the instructions were clear, but did not feel the need to rewatch the original reference again.","2,4,4,4,4,4,5"
"5,1,4,4,4,3,4","1,2,6,4,7,5,3","95045,37090,34095,33208,35419,41710,33222","6708,11225,6231,5193,5460,7360,5334",A3NBJ2WSWYJPWY,Desktop,25 - 31,Cable network,NOTHING,"2,4,4,4,4,4,4"
"5,1,1,2,1,1,2","1,2,3,5,7,4,6","76523,41103,44490,0,35532,37619,36813","18859,17693,15265,133759,11915,19500,6436",A2EDER9628S0A ,Tablet,53 - 59,WiFi,I get concerned when videos stall because I think there might be something wrong and it might not start again. I didn't find the guidelines clear because I was not sure if you were implying that a blurred and stalled video was the worst or if I was allowed to say a very blurry one alone was still worst. I didn't feel I needed to have the side by side because it was clear each video had issues. ,"2,4,4,3,5,5,3"
"5,1,1,1,1,1,1","1,2,7,5,3,6,4","90665,61530,50449,58260,50222,62989,49816","9436,17595,11887,16589,7835,29470,7927",ARTQWWNFA7IOD,Desktop,39 - 45,Cellular network,pause of length at least 1 second test videos,"2,4,4,4,4,4,4"
"5,1,5,5,5,5,5","1,2,5,6,4,3,7","78226,172350,42837,40301,179550,152967,41683","7474,6344,8454,6096,6076,6459,6133",A11W0ZZNWZ6XBZ,Desktop,32 - 38,Cable network,No comments,"5,5,5,5,5,5,5"
"5,1,1,1,1,1,1","1,2,3,5,6,4,7","94431,48250,56358,40387,39121,36742,41137","23646,20872,11608,7959,10643,11295,14327",A11SX02CICZN85,Laptop,25 - 31,WiFi,The experiment guideline is very clear and easy to understand. nothing is annoying in this hit. I haven't confuse in grading side-by-side comparison helps me to grade it easily. If it start play simultaneous means it will be much more easy   ,"2,4,4,4,4,4,4"
"5,1,1,1,1,1,1","1,2,6,3,5,4,7","28730,16002,17125,17763,18434,17467,15851","8490,12680,6181,6259,6887,6542,6323",AYMJAMX7Z7YHG,Desktop,25 - 31,Cable network,none,"2,2,2,2,2,2,2"
"5,1,1,1,1,1,1","1,2,3,5,7,4,6","76470,47014,57571,88367,78338,48337,125295","40759,15622,10862,7873,13064,23126,10953",A4T7PYGN1BE2P,Laptop,32 - 38,WiFi,i dont need to look at the reference again. it reduces my viewing experience.,"2,4,4,4,4,4,4"
"5,1,2,2,1,1,2","1,2,5,6,3,4,7","122230,64050,40963,40845,54935,68675,39050","26547,36097,13985,15315,10909,11233,11660",ASWZO1WY1UHEP,Desktop,32 - 38,Cable network,Some timesstamps are more annoying than once at other timestamps. The guideline was clear. I think side by side comparison was help for me.,"2,4,4,4,4,4,4"
"5,1,3,2,3,2,3","1,2,6,3,4,7,5","92764,78679,52516,63518,52913,53644,62437","6588,12794,12989,13708,8184,18930,8175",AVPD36WUJKJFS,Laptop,39 - 45,WiFi,"Almost all the test videos had stall problem, Experiment guideline is clear, A little confuse on grading as all the test videos looks similar, And side by side comparison helped a lot","2,4,4,4,4,4,4"
"5,1,4,3,4,3,3","1,2,3,6,5,7,4","63504,36985,40988,35512,39407,122408,36910","16567,23650,5559,5124,5599,6035,5013",A3UV55HC87DO9C,Laptop,25 - 31,WiFi,I think that stalling during key moments is more annoying than when players are just standing around. The guidelines were clear and I thought the side by side comparison was helpful. Would probably be more helpful for trying to catch blur.,"2,4,4,4,4,4,4"
